"Item ID","Item Name","Item Description","Item Usage","Item Icon"
"3231","重装芯片","通过努力特训得来的素材，似乎能对资历尚浅的重装干员有特别的帮助。","通过记录特殊训练获得的存储芯片，有助于满足重装干员在晋升时的强化需要。","MTL_ASC_TNK1"
"3232","重装芯片组","通过努力特训得来的素材，似乎能对日渐成熟的重装干员有特别的指导。","通过记录特殊训练获得的存储芯片组，有助于满足重装干员在晋升时的强化需要。","MTL_ASC_TNK2"
"3233","重装双芯片","通过努力特训得来的素材，似乎能对资历颇深的重装干员有特别的提升。","通过记录特殊训练获得的成对存储芯片，有助于满足重装干员在晋升时的强化需要。","MTL_ASC_TNK3"
"3241","狙击芯片","通过努力特训得来的素材，似乎能对资历尚浅的狙击干员有特别的帮助。","通过记录特殊训练获得的存储芯片，有助于满足狙击干员在晋升时的强化需要。","MTL_ASC_SNP1"
"3242","狙击芯片组","通过努力特训得来的素材，似乎能对日渐成熟的狙击干员有特别的指导。","通过记录特殊训练获得的存储芯片组，有助于满足狙击干员在晋升时的强化需要。","MTL_ASC_SNP2"
"3243","狙击双芯片","通过努力特训得来的素材，似乎能对资历颇深的狙击干员有特别的提升。","通过记录特殊训练获得的成对存储芯片，有助于满足狙击干员在晋升时的强化需要。","MTL_ASC_SNP3"
"3251","术师芯片","通过努力特训得来的素材，似乎能对资历尚浅的术师干员有特别的帮助。","通过记录特殊训练获得的存储芯片，有助于满足术师干员在晋升时的强化需要。","MTL_ASC_CST1"
"3252","术师芯片组","通过努力特训得来的素材，似乎能对日渐成熟的术师干员有特别的指导。","通过记录特殊训练获得的存储芯片组，有助于满足术师干员在晋升时的强化需要。","MTL_ASC_CST2"
"3253","术师双芯片","通过努力特训得来的素材，似乎能对资历颇深的术师干员有特别的提升。","通过记录特殊训练获得的成对存储芯片，有助于满足术师干员在晋升时的强化需要。","MTL_ASC_CST3"
"3261","医疗芯片","通过努力特训得来的素材，似乎能对资历尚浅的医疗干员有特别的帮助。","通过记录特殊训练获得的存储芯片，有助于满足医疗干员在晋升时的强化需要。","MTL_ASC_MED1"
"3262","医疗芯片组","通过努力特训得来的素材，似乎能对日渐成熟的医疗干员有特别的指导。","通过记录特殊训练获得的存储芯片组，有助于满足医疗干员在晋升时的强化需要。","MTL_ASC_MED2"
"3263","医疗双芯片","通过努力特训得来的素材，似乎能对资历颇深的医疗干员有特别的提升。","通过记录特殊训练获得的成对存储芯片，有助于满足医疗干员在晋升时的强化需要。","MTL_ASC_MED3"
"3271","辅助芯片","通过努力特训得来的素材，似乎能对资历尚浅的辅助干员有特别的帮助。","通过记录特殊训练获得的存储芯片，有助于满足辅助干员在晋升时的强化需要。","MTL_ASC_SUP1"
"3272","辅助芯片组","通过努力特训得来的素材，似乎能对日渐成熟的辅助干员有特别的指导。","通过记录特殊训练获得的存储芯片组，有助于满足辅助干员在晋升时的强化需要。","MTL_ASC_SUP2"
"3273","辅助双芯片","通过努力特训得来的素材，似乎能对资历颇深的辅助干员有特别的提升。","通过记录特殊训练获得的成对存储芯片，有助于满足辅助干员在晋升时的强化需要。","MTL_ASC_SUP3"
"3281","特种芯片","通过努力特训得来的素材，似乎能对资历尚浅的特种干员有特别的帮助。","通过记录特殊训练获得的存储芯片，有助于满足特种干员在晋升时的强化需要。","MTL_ASC_SPC1"
"3282","特种芯片组","通过努力特训得来的素材，似乎能对日渐成熟的特种干员有特别的指导。","通过记录特殊训练获得的存储芯片组，有助于满足特种干员在晋升时的强化需要。","MTL_ASC_SPC2"
"3283","特种双芯片","通过努力特训得来的素材，似乎能对资历颇深的特种干员有特别的提升。","通过记录特殊训练获得的成对存储芯片，有助于满足特种干员在晋升时的强化需要。","MTL_ASC_SPC3"
"3301","技巧概要·卷1","记录着干员们所需的入门技艺，普通人只要经过简略学习就能完全掌握。","记载了入门技巧的书籍，用于升级干员技能。","MTL_SKILL1"
"3302","技巧概要·卷2","记录着干员们所需的进阶技艺，需要耗费一定时间研读并付诸实践才能扎实掌握。","记载了进阶技巧的书籍，用于升级干员技能。","MTL_SKILL2"
"3303","技巧概要·卷3","记录着干员们所需的专家级技艺，需要特定领域长久的经验积累才能一窥其中的奥妙。","记载了专家技巧的书籍，用于升级干员技能。","MTL_SKILL3"
"3401","家具零件","桌腿、扶手、坐垫，什么都有，只要稍加组合，就能变成精美的家具了。","用以合成家具的零件","COIN_FURN"
"4001","龙门币","经济危机发生后，经济的衰退与政权之间的对立让贸易参与者们举步维艰。龙门币的流通使商业复兴成为可能。","由龙门发行的货币，用途广泛。","GOLD"
"4002","至纯源石","在工业中用量巨大的源石结晶，但有着较高的提取难度。是世界的主要能源类精加工产物，同时也是几乎所有源石技艺得以施展的根本。如今，即使“它会传播绝症”的传言甚嚣尘上，也依旧没多少人能抵挡住它的诱惑。","危险而又必不可少的物质。较为珍贵，用途多样。","DIAMOND"
"4003","合成玉","由至纯源石加工而来，混合了其他矿物以后的源石产物。以前仅能当作一些传导元件使用，现在却逐渐成为人事交互关系中令人信服的象征物。","合成物质。常用于招募干员。","DIAMOND_SHD"
"4004","高级凭证","感染者隔离法案是现代国家最后的遮羞布。只要你运用些许特殊的技巧，这一切便如薄纸般不堪一击——莱塔尼亚的一位导师曾如此教导她。","代表干员拥有某方向专业能力的权威性凭证，可用于兑换稀有物资。","HGG_SHD"
"4005","资质凭证","当今时代，搜罗人才是一件困难的事；而若要从躲在阴暗处的感染者中寻求可用之才，更无异于大海捞针。如果罗德岛能成为包容所有人的大海，是否就可以省去诸多烦恼呢？","代表干员拥有普通能力的凭证，可用于兑换物资。","LGG_SHD"
"4006","采购凭证","维持罗德岛的运转需要巨额经费和庞杂的原料，所以，通过各类渠道进行商业活动以平衡开支是必要的。","代表罗德岛商业运作资质的凭证，可用于兑换物资。","EXGG_SHD"
"5001","声望","做得很好，就这样继续变强吧。只要坚持不懈，所有的心血都不会白费的。","战斗结束后获得的经验。足以见证博士的成长。","EXP_PLAYER"
"6001","演习券","凡事欲速则不达。对于罗德岛而言，每一次正式交战都意味着会出现人员伤亡的可能性，因此，在进入实战前多利用演习参透对方的布置才是上策，不然等到中了敌方埋伏，一切都来不及了。","有关实战前演习的计划书。在选择行动的界面使用，可以模拟出正式交战时的场景，以便指挥部拟定实战策略。","TKT_TRY"
"7001","招聘许可","人事部的同事们每天都要处理巨量信息，但他们总是能从砂土中淘出那块属于罗德岛的黄金。","罗德岛人事部颁发的许可书，可从公开渠道招聘一位干员。","TKT_RECRUIT"
"7002","加急许可","收到这份加急许可的人请立即来人事部报道！","罗德岛人事部颁发的加急许可证书，可以通过特殊手段立即传唤一位新晋干员。","TKT_INST_FIN"
"7003","寻访凭证","相比罗德岛，猎头公司有着更广的人脉与资源。他们或许比罗德岛更擅长从各个领域发掘人才，而这也是人事部愿意支付高额佣金的唯一原因。","罗德岛人事部颁发的许可书，可从猎头公司招聘一位干员。","TKT_GACHA"
"7004","十连寻访凭证","在罗德岛需求大量人才的时候，一般的许可书将会降低猎头公司工作的效率。为了推进罗德岛的发展，人事部颁发了此类批量寻访人才的证书。","罗德岛人事部颁发的许可书，用于从猎头公司批量招聘干员。一次可以招聘十位干员。","TKT_GACHA_10"
"30011","源岩","富含有机物，常见于源石挥发殆尽后的地区。相对源石来说是较为容易采集的材料。","从地表开采出的岩石，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_G1"
"30012","固源岩","内含有密集的微孔，常作为源石气体分解物的吸附剂。多用于防护夹层。","从地表开采出的岩石固块，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_G2"
"30013","固源岩组","固源岩的压缩定型产物，可自然形成。易碎，随着工业实力的提升，采集到更加完整的固源岩组已不成问题。只是在分类存放时容易和其它用途的石料搞混。","从地表开采出的岩石固块组，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_G3"
"30014","提纯源岩","高度提纯后的源岩展现出了不同于原料的型态，其工艺消耗与提纯成本也急剧上升。无论是谁，看着规则的切割面都会不禁发出感慨吧。这就是工业与自然结合的魅力。","从地表开采出的岩石固块组提纯出的物质，可用于多种强化场合，也常作为制作聚合剂的原料之一。","MTL_SL_G4"
"30021","代糖","有着微弱的甜味，也许可以吃。同时其溶液也常用于化工用途。","机械化制作的廉价天然糖替代产物，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_STRG1"
"30022","糖","使用自然原材制作的稍显贵重的糖料。啊啊，这个味道……会带来不错的好心情。不是用来当零食吃的。","机械化制作的少量糖块，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_STRG2"
"30023","糖组","饱含能量、广受欢迎的糖块组合包。在被加工成化工材料之前，份量就总是有所减少。流水线上的员工们似乎脱不了干系。","机械化制作的中等量糖块，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_STRG3"
"30024","糖聚块","充满诱惑力的精加工糖块堆，通常用于制备药剂。严禁在加工前偷吃！这不是一般的食品，也不会作为食品售卖！不会！","机械化制作的大量糖块，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_STRG4"
"30031","酯原料","近代工业中至关重要的材料之一，许多现代产品的诞生都归功于它的出现。当然了，这只是原料，几乎派不上什么大用场。","工业制造所需的酯原料，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_RUSH1"
"30032","聚酸酯","虽然强度上还略有不足，但已经可以用来制作我们所需要的部分基础物件。同时是一些缓释药物中的常用成分。","工业制造所需的零散聚酸酯，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_RUSH2"
"30033","聚酸酯组","进一步加工后的材料，符合通用标准，能够满足市面上绝大多数的需求。可以用于加工一些特殊材料。","工业制造所需的一组聚酸酯，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_RUSH3"
"30034","聚酸酯块","精炼提纯后的材料。作为商品，主要面向的客户是对原材料有极高要求的组织和科研机构。也许会成为新一代材料的试金石也说不定哦。","工业制造所需的成块聚酸酯，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_RUSH4"
"30041","异铁碎片","大规模金属原料加工的副产物，因其可塑性强、难以被氧化的特性，常被用于材料金属熔炼与阶段性再处理。","普普通通的工业材料。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_IRON1"
"30042","异铁","在少数惰化流程中，异铁碎片偶尔会产生相变，聚合为异铁。一般认为达到此量级的异铁产物才是异铁较为稳定的形态。","罕见的工业材料。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_IRON2"
"30043","异铁组","加工过程中，多块异铁在极少数非人为因素影响下，偶然产生的异铁组合，硬度下降，纯度进一步上升。","珍贵的工业材料。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_IRON3"
"30044","异铁块","在极为苛刻的条件下，由多套异铁组熔铸成型的异铁块。已知异铁材料中最为稳定也最为稀少的形式，作为原材料，足以打破现有制品运用领域的疆界。","价值高昂的工业材料。可用于多种强化场合，也常作为制作聚合剂的原料之一。","MTL_SL_IRON4"
"30051","双酮","极少量的非单酮制剂，通过再处理后，工程干员将藉由其发生的化合反应转变过程中的固化现象，来粘结其它稳定结构。","极少量的工业用有机化合物。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_KETONE1"
"30052","酮凝集","经过特殊处理后产出的少量多态酮制剂，易于闭合的分子构造能将原本繁杂的处理工艺简化为单纯的化学反应，当然，也需要一定的技术支持。","少量的工业用有机化合物。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_KETONE2"
"30053","酮凝集组","进一步脱烃处理后得到的中等量酮制剂。制剂接触空气后易与空气中的一些非氧分子发生反应。所以在处理过程中，工程干员理当精准操作，以免浪费材料。","中等量的工业用有机化合物。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_KETONE3"
"30054","酮阵列","由工程干员严格监控的大量不稳定实验性酮制剂。是高级的工业材料之一，运用时也请多加小心。","大量的工业用有机化合物。可用于多种强化场合，也常作为制作聚合剂的原料之一。","MTL_SL_KETONE4"
"30061","破损装置","一些残破的装置。这些装置曾被拼装在敌人的武器和防具上，经历了激烈的战斗后已经损坏，不过其内部元件依旧具备一定的使用价值。","收缴来的破损机械装置，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_BOSS1"
"30062","装置","一套相对完整的装置，含有大量密集的可用电子元件。为了迎合轻便实用的设计，主板寸土寸金的空间被塞的满满当当。","收缴来的常规机械装置，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_BOSS2"
"30063","全新装置","一套全新装配而成的装置，通过重构同类型装置的结构，主板原本一直存在的空间紧张的问题得到了解决，当然启动时的能耗要求也变高了。","收缴来的全新机械装置，可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_BOSS3"
"30064","改量装置","经过大量私自改造的装置，是极大扩充了容量后的版本，大幅提升性能的同时牺牲了稳定性，从中能感受到制作者所投入的狂热与执着……","收缴来的高等机械装置，可用于多种强化场合，也常作为制作双极纳米片的原料之一。","MTL_SL_BOSS4"
"30073","扭转醇","优秀的化工中介体，常在两种形状间转换以储存和放出传导物质。液化后与酒精在某些性质上十分相似，时常导致整个工作间醉醺醺的。","片状有机化合物。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_ALCOHOL1"
"30074","白马醇","扭转醇精加工后的产物，名字来自发现其产出方式的厂家。实验结果表明，拥有在非常态环境中向更高级结构转化的趋势。","片状有机化合物。可用于多种强化场合，也常作为制作双极纳米片的原料之一。","MTL_SL_ALCOHOL2"
"30083","轻锰矿","用以产出极为泛用的工业催化剂的金属矿物。再加工过程十分复杂，因不规范操作而导致事故的例子比比皆是。","用于提炼冶炼用的金属矿物。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_MANGANESE1"
"30084","三水锰矿","少有厂家愿意用于生产工业催化剂的珍贵金属矿物。所制催化剂寿命极长，能够多次反复利用并汽提再生，然而复杂的加工工序令多数厂商望而却步。","用于提炼冶炼用的金属矿物。可用于多种强化场合，也常作为制作D32钢的原料之一。","MTL_SL_MANGANESE2"
"30093","研磨石","不起爆、不粉化、不开裂，于零件加工工序中占有重要地位的工具材料。自然属性相当稳定。","用于加工武器零件的研磨石。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_PG1"
"30094","五水研磨石","相较普通研磨石，物质结构更加稳定的工具材料。极难与其它物质发生化学反应。","用于精加工武器零件的高级研磨石。可用于多种强化场合，也常作为制作D32钢的原料之一。","MTL_SL_PG2"
"30103","RMA70-12","自然态呈复杂多面体的矿物。在被发现其现代工业价值之前，就已经被发现了其在源石技艺施展中的价值。","一种敏感且有良好传导效果的矿物。可用于多种强化场合，也常作为制造站合成项目的原料。","MTL_SL_RMA7012"
"30104","RMA70-24","自然态呈复杂多面体的矿物。于1024年被发现，在庞大的工业体系中，展现出了在源石技艺体系内其他矿物不曾具备的巨大价值。","一种十分敏感且有优秀传导效果的矿物。可用于多种强化场合，也常作为制作D32钢的原料之一。","MTL_SL_RMA7024"
"30115","聚合剂","精密穿戴着装中常用的材料。多作为隔绝涂层使用。强大的聚合粘接效果足以阻断源石的挥发。","复杂的液态工业产物。用于高级强化场合。","MTL_SL_PP"
"30125","双极纳米片","对范围内源石敏感的装置。能有效提升源石附近范围内作战武器和设备对源石的敏感性，使源石技艺的存储几近可能。","现代工业的创造力结晶。用于高级强化场合。","MTL_SL_BN"
"30135","D32钢","强度超群，无法击穿，顺畅传导源石技艺，将重新订立武器材料的标准。","自然界中不应存在的人造金属材料，呈固态。用于高级强化场合。","MTL_SL_DS"
"32001","芯片助剂","价值高，产量小，让工程干员头疼。","工业生产中，制造芯片时使用的催化剂。合成双芯片的必备材料。","MTL_ASC_DI"
"SOCIAL_PT","信用","信用维系着各个群体间的关系，也是社会稳定的象征，有时候甚至比金钱还有用哦，请好好珍惜。","友谊的见证，用于在商店中兑换物资。","SOCIAL_PT"
"AP_GAMEPLAY","理智","“是什么区别了这片大地和我们自身？呼吸，还是情感？又或者是，生、老、病、死？”","用以维持自我的必要概念，支撑着各类行动的策划与执行。","AP_GAMEPLAY"
"base_ap","无人机","由罗德岛后勤部统一操控的建造用无人机，没有它们，干员们可能要多等十倍的时间才能入住。","支持罗德岛基础建设的重要机械，通常会用于基建设施的清理与建造升级等。","AP_BASE"
"tier1_pioneer","先锋信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1先锋干员的潜能","tier1_pioneer"
"tier1_guard","近卫信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1近卫干员的潜能","tier1_guard"
"tier1_sniper","狙击信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1狙击干员的潜能","tier1_sniper"
"tier1_tank","重装信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1重装干员的潜能","tier1_tank"
"tier1_medic","医疗信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1医疗干员的潜能","tier1_medic"
"tier1_supporter","辅助信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1辅助干员的潜能","tier1_supporter"
"tier1_caster","术师信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1术师干员的潜能","tier1_caster"
"tier1_special","特种信物复制品","普普通通的信物。虽然不是什么特别的物件，但也有一定的用处。","用于提升★1特种干员的潜能","tier1_special"
"tier2_pioneer","先锋信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2先锋干员的潜能","tier2_pioneer"
"tier2_guard","近卫信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2近卫干员的潜能","tier2_guard"
"tier2_sniper","狙击信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2狙击干员的潜能","tier2_sniper"
"tier2_tank","重装信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2重装干员的潜能","tier2_tank"
"tier2_medic","医疗信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2医疗干员的潜能","tier2_medic"
"tier2_supporter","辅助信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2辅助干员的潜能","tier2_supporter"
"tier2_caster","术师信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2术师干员的潜能","tier2_caster"
"tier2_special","特种信物原件","朴实无华的信物。只有在需要使用时，才会回忆起它的存在。","用于提升★2特种干员的潜能","tier2_special"
"tier3_pioneer","先锋信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3先锋干员的潜能","tier3_pioneer"
"tier3_guard","近卫信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3近卫干员的潜能","tier3_guard"
"tier3_sniper","狙击信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3狙击干员的潜能","tier3_sniper"
"tier3_tank","重装信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3重装干员的潜能","tier3_tank"
"tier3_medic","医疗信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3医疗干员的潜能","tier3_medic"
"tier3_supporter","辅助信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3辅助干员的潜能","tier3_supporter"
"tier3_caster","术师信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3术师干员的潜能","tier3_caster"
"tier3_special","特种信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3特种干员的潜能","tier3_special"
"tier4_pioneer","先锋传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4先锋干员的潜能","tier4_pioneer"
"tier4_guard","近卫传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4近卫干员的潜能","tier4_guard"
"tier4_sniper","狙击传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4狙击干员的潜能","tier4_sniper"
"tier4_tank","重装传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4重装干员的潜能","tier4_tank"
"tier4_medic","医疗传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4医疗干员的潜能","tier4_medic"
"tier4_supporter","辅助传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4辅助干员的潜能","tier4_supporter"
"tier4_caster","术师传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4术师干员的潜能","tier4_caster"
"tier4_special","特种传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4特种干员的潜能","tier4_special"
"tier5_pioneer","先锋遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5先锋干员的潜能","tier5_pioneer"
"tier5_guard","近卫遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5近卫干员的潜能","tier5_guard"
"tier5_sniper","狙击遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5狙击干员的潜能","tier5_sniper"
"tier5_tank","重装遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5重装干员的潜能","tier5_tank"
"tier5_medic","医疗遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5医疗干员的潜能","tier5_medic"
"tier5_supporter","辅助遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5辅助干员的潜能","tier5_supporter"
"tier5_caster","术师遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5术师干员的潜能","tier5_caster"
"tier5_special","特种遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5特种干员的潜能","tier5_special"
"tier6_pioneer","先锋皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6先锋干员的潜能","tier6_pioneer"
"tier6_guard","近卫皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6近卫干员的潜能","tier6_guard"
"tier6_sniper","狙击皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6狙击干员的潜能","tier6_sniper"
"tier6_tank","重装皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6重装干员的潜能","tier6_tank"
"tier6_medic","医疗皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6医疗干员的潜能","tier6_medic"
"tier6_supporter","辅助皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6辅助干员的潜能","tier6_supporter"
"tier6_caster","术师皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6术士干员的潜能","tier6_caster"
"tier6_special","特种皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6特种干员的潜能","tier6_special"
"p_char_285_medic2","Lancet-2的信物","外盒上标注着“一喷起效”的医疗喷雾套组。可以插入医用器械，也可以直接使用。","用于提升Lancet-2的潜能 。","p_char_285_medic2"
"p_char_286_cast3","Castle-3的信物","一面坚固的便携装甲板。不含使用说明书。","用于提升Castle-3的潜能 。","p_char_286_cast3"
