"Item ID","Item Name","Item Description","Item Usage","Item Icon"
"furni_specimen_seedling_01","厚叶盆栽","无法理解的植物盆栽。叶片肥厚而多汁，绝对不能让某些干员靠近。","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_seedling_01"
"furni_specimen_showcase_01","生态展览柜","用各种奇异植物搭建的生态柜。这样的环境下真能够生存吗？","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_showcase_01"
"furni_specimen_carpet_01","灰色宽地毯","简约的灰色地毯。可以把任何东西放上去，自己也行。","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_carpet_01"
"furni_specimen_specimenframed_01","未确认生物骨骼","无法理解的生物骨骼。即使是想象中的生物也没有如此的样貌。","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_specimenframed_01"
"furni_specimen_specimenframedkit_01","未知生物标本集","无法理解的生物标本。似乎有着难以描述的结构。","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_specimenframedkit_01"
"furni_specimen_bulletinboard_01","展出标本资料板","贴满资料的公示板。用复杂的专业知识精确描述着房中的展品。不查下词义的话会看不懂。","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_bulletinboard_01"
"furni_specimen_downlight_01","内嵌宽顶灯","长方形的顶灯。灯光柔和，不会对展品造成任何损害。","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_downlight_01"
"furni_specimen_downlight_02","内嵌方顶灯","正方形的顶灯。灯光柔和，配合宽顶灯使用效果更佳。","能够用来装扮宿舍，提高宿舍的氛围","furni_specimen_downlight_02"
"furni_wooden_loftBed_01","原木沙发高架床","下层摆放着沙发的高架床。作为附赠品的靠垫与玩偶大受欢迎。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_loftBed_01"
"furni_wooden_fireplace_01","砖砌燃木壁炉","温柔燃烧着明亮火焰的壁炉。她喜欢的故事永不结束。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_fireplace_01"
"furni_wooden_woodBasket_01","手编木柴篓","可以容纳许多木柴的竹篓。很不巧，作为原料的竹子是从其他地区运来的。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_woodBasket_01"
"furni_wooden_rockingChair_01","靠垫摇椅","缓缓摇动的躺椅。传统的审美终归会向工业低头。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_rockingChair_01"
"furni_wooden_carpet_01","毛绒地毯","机织的地毯。遭到设计师强烈反对的商品。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_carpet_01"
"furni_wooden_violin_01","云杉小提琴","由知名琴匠手工制作的小提琴。音色悠远绵长，仿佛林间风吟。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_violin_01"
"furni_wooden_deerHeads_01","“生灵的躯骸”","“皮囊不过一时之承载，鹿主的精魂永徜荒野。”","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_deerHeads_01"
"furni_wooden_cabinet_01","原木置物柜","有着丰富储物空间的柜子。对个子小的干员很不友善。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_cabinet_01"
"furni_wooden_diningTable_01","原木餐桌","狭长的原木餐桌。用餐完毕后，一定要擦拭干净。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_diningTable_01"
"furni_wooden_chair_L_01","原木靠背椅（左）","手工制作的靠背椅。坐垫是从其他地方购买的。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_chair_L_01"
"furni_wooden_chair_R_01","原木靠背椅（右）","手工制作的靠背椅。坐垫也是从其他地方购买的。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_chair_R_01"
"furni_wooden_ceilingFan_01","复古吊扇","从仓库里翻找出来的吊扇。运行良好。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_ceilingFan_01"
"furni_wooden_ceilingLight_01","复古吊灯","从仓库里翻找出来的吊灯。意外的合适。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_ceilingLight_01"
"furni_wooden_slopedCeiling_01","原木房梁","整木制作的房梁。虽然只是船舱中的装饰，但工匠灌注其中的眷恋是真实的。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_slopedCeiling_01"
"furni_wooden_wallpaper_01","木浆壁纸","由剩余材料加工而成的墙纸。凑近后能闻到奇异的香味。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_wallpaper_01"
"furni_wooden_floor_01","原木地板","光滑的原木地板。赤脚站在地板上时，仿佛能听见群山的低唤。","能够用来装扮宿舍，提高宿舍的氛围","furni_wooden_floor_01"
"furni_cabin_desk_01","组合工作台","已配备多种办公用具的舱室特用工作台，全心全意为干员提供多方面工作支援。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_desk_01"
"furni_cabin_chair_01","组合滚轮靠背椅","常见的四轮座椅，坐上它能够迅速移动到舱室中的任何角落。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_chair_01"
"furni_cabin_trash_01","防爆垃圾桶","看上去平淡无奇的垃圾桶。可以有效防止实验失误造成的事故。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_trash_01"
"furni_cabin_bed_01","舱室组合双层床","能够为两人提供睡眠保障的设施。睡在高层的干员请务必靠墙入眠。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_bed_01"
"furni_cabin_control_01","生命循环舱总控台","全舱室所有设备的控制终端。从调节灯光到远程实验，只要想到，就能做到。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_control_01"
"furni_cabin_display_01","控制显示器","连接着实验设备，配上控制台可以进行远距离实验。能够一键切换到公共区域的摄像头。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_display_01"
"furni_cabin_note_01","舱用记事板","便利的记事板。拿起油性笔，开始写吧，只要持续写下去，灵感终会出现的。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_note_01"
"furni_cabin_cabinet_01","嵌壁资料柜","内嵌式设计安全又可靠，最适合船舱这种需要最大化空间利用率的地方。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_cabinet_01"
"furni_cabin_fireExtinguisher_01","舱室灭火套组","实验中难免会出现无法控制的火情，这时候灭火套组会助您解决一切问题。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_fireExtinguisher_01"
"furni_cabin_constructionMember_01","舱室嵌顶构件","为全舱维持基础运作的管道系统。默默无闻，不可或缺，无处不在。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_constructionMember_01"
"furni_cabin_carpet_01","黑色纤维地毯","本不该出现在舱室内的家具，但在干员的强烈要求下，还是被放入了船舱。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_carpet_01"
"furni_cabin_wallpaper_01","淡绿壁纸","经过测试，该壁纸颜色对居住者的视力有一定保护效果。只是……大家不太喜欢。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_wallpaper_01"
"furni_cabin_floor_01","舱室用地砖","采用最新材料铺设的地砖。生产商宣称其有着超越人体的自净效果。","能够用来装扮宿舍，提高宿舍的氛围","furni_cabin_floor_01"
"furni_cafe_bar_01","红砖咖啡馆吧台","哥伦比亚咖啡馆常用的吧台样式。摆放着制作咖啡所需要的一切工具。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_bar_01"
"furni_cafe_barstool_01","曲底高脚咖啡椅","常常放在吧台边的高脚椅。有了它，就能和受欢迎的店员好好聊一下午了。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_barstool_01"
"furni_cafe_shelf_01","褐色跃格书架","高高的书架上除了书籍，还有很多有趣的东西。挑上一件，放松一下吧~","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_shelf_01"
"furni_cafe_cupboard_01","红砖色储物柜","和吧台相同配色的储物柜。一般用来储存产品原料，店主的私藏也在其中。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_cupboard_01"
"furni_cafe_pottedplant_01","长叶盆栽","哥伦比亚咖啡馆常用的盆栽。修长的叶子赏心悦目。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_pottedplant_01"
"furni_cafe_chair_L_01","成对咖啡椅（左）","哥伦比亚咖啡馆常用的咖啡椅。坐这张椅子的经常请客。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_chair_L_01"
"furni_cafe_chair_R_01","成对咖啡椅（右）","哥伦比亚咖啡馆常用的咖啡椅。坐这张椅子的经常买单。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_chair_R_01"
"furni_cafe_coffeetable_01","独脚咖啡桌","哥伦比亚咖啡馆常用的单脚木桌。简单清洁一下就能给下一批客人使用。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_coffeetable_01"
"furni_cafe_floatingshelf_01","饮料陈列架","壁挂式的陈列架，上面大多是饮品原料和高价酒水。考虑到店员的身高，最上层什么都没放。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_floatingshelf_01"
"furni_cafe_blackboard_01","饮料价目表","用粉笔写着每一天的菜单。偶尔会出现季节限定饮品。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_blackboard_01"
"furni_cafe_framedwallart_01","玻利瓦尔咖啡豆","全店最畅销产品——的原料。这些只做装饰用，想要来一杯请招呼离您最近的店员。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_framedwallart_01"
"furni_cafe_framedwallartset_01","哥伦比亚街景照","由店员拍摄并打印的哥伦比亚街景。其中的故事是店员吸引回头客的秘诀。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_framedwallartset_01"
"furni_cafe_barlamp_01","吧台吊顶","吧台配套的吊顶，配上暖色的灯光，让人心情舒畅。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_barlamp_01"
"furni_cafe_ceilinglamp_01","垂吊式顶灯","可以单独使用的吊顶灯，能让人不由自主放松下来。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_ceilinglamp_01"
"furni_cafe_downlight_01","柔和顶灯","嵌在天花板上的暖色灯。咖啡馆温馨氛围的提供者。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_downlight_01"
"furni_cafe_wallpaper_01","砖墙壁纸","哥伦比亚咖啡馆常用的壁纸。如果有机会，真想换成实实在在的砖块。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_wallpaper_01"
"furni_cafe_floor_01","大理石地砖","哥伦比亚咖啡馆常用的地砖。花了很久才铺设完成的地砖，希望大家能喜欢。","能够用来装扮宿舍，提高宿舍的氛围","furni_cafe_floor_01"
"furni_s2_bed_01","檀木大床","龙门近卫局样式的大床。无论用来小憩还是过夜都很合适。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_bed_01"
"furni_s2_nightstand_01","檀木床头矮柜","龙门近卫局样式的床头柜。警员们总会在上面放个闹铃提醒自己不要睡过头·。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_nightstand_01"
"furni_s2_table_01","黑色独脚桌","龙门近卫局样式的独脚桌。闲暇时刻警员们喜欢在桌上打扑克或是麻将。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_table_01"
"furni_s2_chair_L_01","黑色复古椅（左）","龙门近卫局样式的矮背椅。咄咄逼人的老警员总坐这张椅子。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_chair_L_01"
"furni_s2_chair_R_01","黑色复古椅（右）","龙门近卫局样式的矮背椅。和和气气的年青警员总坐这张椅子。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_chair_R_01"
"furni_s2_chair2_01","黑色复古凳","龙门近卫局样式的四角凳。等待受审的嫌疑人总坐这张凳子。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_chair2_01"
"furni_s2_lowtable_01","檀木低脚会议桌","龙门近卫局样式的会议桌。就是在这张桌旁。一件件难案就此侦破。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_lowtable_01"
"furni_s2_lowchair_L_01","黑色简装矮沙发（左）","龙门近卫局样式的矮沙发。同意警司观点的警员坐在这里。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_lowchair_L_01"
"furni_s2_lowchair_R_01","黑色简装矮沙发（右）","龙门近卫局样式的矮沙发。反对警司观点的警员坐在这里。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_lowchair_R_01"
"furni_s2_bulletinboard_01","檀木会议板","龙门近卫局样式的会议板。用来考勤，也可以在上面黏贴案件线索。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_bulletinboard_01"
"furni_s2_carpet_01","灰色绒毛地毯","龙门近卫局样式的地毯。可以留指纹，留脚印，留证物。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_carpet_01"
"furni_s2_floor_01","黑色地砖","龙门近卫局样式的地砖。嫌疑人最不想踏上的地砖。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_floor_01"
"furni_s2_poster_01","檀木相框挂画","龙门近卫局样式的挂画。灰暗的背景预示着犯罪者悲惨的下场。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_poster_01"
"furni_s2_walllamp_01","明亮挂灯","龙门近卫局样式的挂灯。在有限的范围内提供照明。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_walllamp_01"
"furni_s2_wallpaper_01","复式木制墙栏","龙门近卫局样式的装饰木栏。和龙门寻常店家使用的铁栅栏有点相似。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_wallpaper_01"
"furni_s2_bed_02","柚木大床","仿龙门样式的大床。多少龙门淘金者第一晚的回忆。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_bed_02"
"furni_s2_nightstand_02","柚木床头矮柜","仿龙门样式的床头柜。有些东西，总不该离身太远，放在这上面或许是个好主意。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_nightstand_02"
"furni_s2_table_02","白色独脚桌","仿龙门样式的独脚桌。开始交易吧。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_table_02"
"furni_s2_chair_L_02","钢琴黑复古椅（左）","仿龙门样式的矮背椅。卖家总坐这张椅子。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_chair_L_02"
"furni_s2_chair_R_02","钢琴黑复古椅（右）","仿龙门样式的矮背椅。买家总坐这张椅子。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_chair_R_02"
"furni_s2_chair2_02","钢琴黑复古凳","仿龙门样式的四角凳。中间人总坐这张凳子。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_chair2_02"
"furni_s2_lowtable_02","柚木低脚会议桌","仿龙门样式的会议桌。一场场会议，铸就了龙门金融之都的美誉。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_lowtable_02"
"furni_s2_lowchair_L_02","灰色简装矮沙发（左）","仿龙门样式的矮沙发。支持公司改革的董事坐在这里。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_lowchair_L_02"
"furni_s2_lowchair_R_02","灰色简装矮沙发（右）","仿龙门样式的矮沙发。反对公司改革的董事坐在这里。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_lowchair_R_02"
"furni_s2_bulletinboard_02","柚木轮班考勤板","仿龙门样式的会议板。用来签到，也被允许发布一些公开的信息。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_bulletinboard_02"
"furni_s2_carpet_02","黑色绒毛地毯","仿龙门样式的地毯。大多数人分不清纯色制品的优劣，但老道的龙门人看一眼就能明白。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_carpet_02"
"furni_s2_floor_02","棕色地砖","仿龙门样式的地砖。地砖的样式千奇百怪，龙门人的首选却总是这一款。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_floor_02"
"furni_s2_poster_02","柚木相框挂画","仿龙门样式的装饰画。墨画老师傅挥毫数笔的杰作，只可惜是复制品。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_poster_02"
"furni_s2_walllamp_02","柔和挂灯","仿龙门样式的挂灯。在整个房间内提供照明。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_walllamp_02"
"furni_s2_wallpaper_02","复式铜制墙栏","仿龙门样式的装饰铜栏。和龙门各家商会普遍使用的铁栅栏有点相似。","能够用来装扮宿舍，提高宿舍的氛围","furni_s2_wallpaper_02"
"furni_pizza_priceList_01","披萨价目表","披萨店常用的价目表。偶尔会调整价格。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_priceList_01"
"furni_pizza_cashierDesk_01","披萨店用黑色收银台","披萨店常用的收银台。先付款再取用食物。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_cashierDesk_01"
"furni_pizza_brazier_01","披萨烤炉","披萨店必备的烤炉。香气弥漫。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_brazier_01"
"furni_pizza_cupboard_01","披萨店用餐盘柜","披萨店常用的餐盘柜。经过严格的消毒清理后才能放入。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_cupboard_01"
"furni_pizza_shelf_01","披萨店用餐盘架","披萨店常用的餐盘架。从柜子中取出后，等待着被使用。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_shelf_01"
"furni_pizza_brickWallSticker_01","披萨店用砌砖型墙纸","披萨店常用的墙纸。给人一种纯手工制作的感觉。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_brickWallSticker_01"
"furni_pizza_ceilingLights_01","披萨店用柔光吊灯","披萨店常用的吊灯。不刺眼的亮度配合极简风格让食客感到轻松。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_ceilingLights_01"
"furni_pizza_noticeWall_01","黑色隔断墙","黑色的隔断墙。能够创造更好的就餐环境。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_noticeWall_01"
"furni_pizza_column_01","披萨店用海报柱","黑色的海报柱。物尽其用。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_column_01"
"furni_pizza_banner_01","披萨店用落地海报架","披萨店常用的海报架。有很多优惠消息。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_banner_01"
"furni_pizza_barTable_01","披萨店用快餐吧台","披萨店常用的吧台。拥挤但美味。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_barTable_01"
"furni_pizza_barStool_01","披萨店用高脚凳","吧台配套的高脚凳。可以旋转。但不准在上面玩耍。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_barStool_01"
"furni_pizza_exitIndicator_01","披萨店用出口指示灯","披萨店常用的出口指示灯。请遵循指示牌的方向行动。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_exitIndicator_01"
"furni_pizza_abstractArt_01","披萨店用装饰画","披萨店常用的装饰画。单纯的装饰作用。听说作者很喜欢拼装模型。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_abstractArt_01"
"furni_pizza_diningTable_01","披萨店用活动餐桌","披萨店常用的餐桌。能供好几个人同时使用。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_diningTable_01"
"furni_pizza_chair_L_01","披萨店用靠背单椅（左）","披萨店常用的椅子。薄饼底。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_chair_L_01"
"furni_pizza_chair_R_01","披萨店用靠背单椅（右）","披萨店常用的椅子。手拍底。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_chair_R_01"
"furni_pizza_chair_F_01","披萨店用靠背单椅","披萨店常用的椅子。厚饼底。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_chair_F_01"
"furni_pizza_wallpaper_01","披萨店用黑色墙纸","有些披萨店偶尔会选用的墙纸。看上去更贵一些。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_wallpaper_01"
"furni_pizza_floor_01","披萨店用瓷砖地板","披萨店常见的瓷砖地板。掉在地上的杂物会被干净的地面反衬的一清二楚。","能够用来装扮宿舍，提高宿舍的氛围","furni_pizza_floor_01"
